contentrank,1,418,14,8673,0.0016142050040355124
contentrank,1,13554,0,0,0
contentrank,1,1677,407,26287,0.015482938334537984
contentrank,1,694,0,546,0.0
contentrank,1,3336,0,2,0.0
contentrank,1,2522,0,0,0
contentrank,1,35774,6292,60688,0.10367782757711574
contentrank,2,418,41,8958,0.004576914489841482
contentrank,2,13554,0,0,0
contentrank,2,1677,578,23333,0.02477178245403506
contentrank,2,694,0,601,0.0
contentrank,2,3336,0,1,0.0
contentrank,2,2522,0,0,0
contentrank,2,35774,6863,52025,0.13191734742912062
contentrank,3,418,135,8912,0.015148114901256733
contentrank,3,13554,0,0,0
contentrank,3,1677,392,17553,0.022332364837919443
contentrank,3,694,0,537,0.0
contentrank,3,3336,0,0,0
contentrank,3,2522,0,0,0
contentrank,3,35774,9122,43680,0.20883699633699634
contentrank,4,418,197,11399,0.017282217738398106
contentrank,4,13554,0,0,0
contentrank,4,1677,334,16891,0.019773844058966313
contentrank,4,694,0,444,0.0
contentrank,4,3336,0,1,0.0
contentrank,4,2522,0,0,0
contentrank,4,35774,7057,49312,0.14310918234912395
contentrank,5,418,727,11631,0.06250537357063021
contentrank,5,13554,0,0,0
contentrank,5,1677,153,16231,0.00942640625962664
contentrank,5,694,0,429,0.0
contentrank,5,3336,0,2,0.0
contentrank,5,2522,0,0,0
contentrank,5,35774,5115,53633,0.09537038763447878
