contentrank,1,3336,0,2,0.0
contentrank,1,418,10,7251,0.0013791201213625708
contentrank,1,596,0,0,0
contentrank,1,2522,0,0,0
contentrank,1,35774,3931,40333,0.09746361540178018
contentrank,1,694,0,460,0.0
contentrank,1,1677,327,22721,0.014391972184322872
contentrank,1,13554,0,0,0
contentrank,2,3336,0,1,0.0
contentrank,2,418,81,7482,0.01082598235765838
contentrank,2,596,0,0,0
contentrank,2,2522,0,0,0
contentrank,2,35774,3900,34859,0.11187928512005509
contentrank,2,694,0,487,0.0
contentrank,2,1677,363,20320,0.017864173228346457
contentrank,2,13554,0,0,0
contentrank,3,3336,0,0,0
contentrank,3,418,149,7565,0.019695968274950428
contentrank,3,596,0,0,0
contentrank,3,2522,0,0,0
contentrank,3,35774,4971,29332,0.16947361243692896
contentrank,3,694,0,426,0.0
contentrank,3,1677,301,15047,0.020003987505815113
contentrank,3,13554,0,0,0
contentrank,4,3336,0,1,0.0
contentrank,4,418,142,9481,0.014977323067187005
contentrank,4,596,0,0,0
contentrank,4,2522,0,0,0
contentrank,4,35774,4466,34083,0.13103306633805709
contentrank,4,694,0,359,0.0
contentrank,4,1677,105,14356,0.007314015045973809
contentrank,4,13554,0,0,0
contentrank,5,3336,0,2,0.0
contentrank,5,418,561,9836,0.05703538023586824
contentrank,5,596,0,0,0
contentrank,5,2522,0,0,0
contentrank,5,35774,2973,36706,0.08099493270854902
contentrank,5,694,0,354,0.0
contentrank,5,1677,58,13783,0.004208082420372923
contentrank,5,13554,0,0,0
contentrank,6,3336,0,0,0
contentrank,6,418,232,4806,0.04827299209321681
contentrank,6,596,0,0,0
contentrank,6,2522,0,0,0
contentrank,6,35774,2241,42105,0.05322408265051656
contentrank,6,694,0,273,0.0
contentrank,6,1677,29,12276,0.002362333007494298
contentrank,6,13554,0,0,0
contentrank,7,3336,0,0,0
contentrank,7,418,266,7131,0.037301921189174025
contentrank,7,596,0,0,0
contentrank,7,2522,0,0,0
contentrank,7,35774,576,41333,0.013935596254808507
contentrank,7,694,0,308,0.0
contentrank,7,1677,240,13174,0.01821770153332321
contentrank,7,13554,0,0,0
contentrank,8,3336,0,0,0
contentrank,8,418,301,12290,0.02449145646867372
contentrank,8,596,0,0,0
contentrank,8,2522,0,0,0
contentrank,8,35774,1180,40609,0.029057598069393484
contentrank,8,694,0,419,0.0
contentrank,8,1677,275,14454,0.01902587519025875
contentrank,8,13554,0,0,0
contentrank,9,3336,0,1,0.0
contentrank,9,418,798,12355,0.06458923512747876
contentrank,9,596,0,0,0
contentrank,9,2522,0,0,0
contentrank,9,35774,561,34996,0.01603040347468282
contentrank,9,694,0,457,0.0
contentrank,9,1677,175,13107,0.013351644159609368
contentrank,9,13554,0,0,0
contentrank,10,3336,0,0,0
contentrank,10,418,352,7776,0.04526748971193416
contentrank,10,596,0,0,0
contentrank,10,2522,0,0,0
contentrank,10,35774,733,34307,0.02136590200250678
contentrank,10,694,8,492,0.016260162601626018
contentrank,10,1677,106,12859,0.008243253752235788
contentrank,10,13554,0,0,0
contentrank,11,3336,0,2,0.0
contentrank,11,418,212,6704,0.03162291169451074
contentrank,11,596,0,0,0
contentrank,11,2522,0,0,0
contentrank,11,35774,717,45987,0.015591362776436819
contentrank,11,694,4,560,0.007142857142857143
contentrank,11,1677,47,10791,0.004355481419701603
contentrank,11,13554,0,0,0
contentrank,12,3336,0,0,0
contentrank,12,418,61,7395,0.008248816768086545
contentrank,12,596,0,0,0
contentrank,12,2522,0,0,0
contentrank,12,35774,803,38643,0.020779960148021633
contentrank,12,694,0,560,0.0
contentrank,12,1677,28,9613,0.0029127223551440756
contentrank,12,13554,0,0,0
contentrank,13,3336,0,0,0
contentrank,13,418,23,4317,0.005327773917072041
contentrank,13,596,0,0,0
contentrank,13,2522,0,0,0
contentrank,13,35774,247,46565,0.005304413185869215
contentrank,13,694,1,367,0.0027247956403269754
contentrank,13,1677,11,7570,0.001453104359313078
contentrank,13,13554,0,1,0.0
contentrank,14,3336,0,1,0.0
contentrank,14,418,13,4430,0.002934537246049661
contentrank,14,596,0,0,0
contentrank,14,2522,0,0,0
contentrank,14,35774,675,46849,0.014407991632692267
contentrank,14,694,1,428,0.002336448598130841
contentrank,14,1677,21,11407,0.00184097484001052
contentrank,14,13554,0,0,0
contentrank,15,3336,0,1,0.0
contentrank,15,418,24,5839,0.004110292858366158
contentrank,15,596,0,0,0
contentrank,15,2522,0,0,0
contentrank,15,35774,402,31158,0.012901983439245137
contentrank,15,694,1,463,0.0021598272138228943
contentrank,15,1677,47,13376,0.003513755980861244
contentrank,15,13554,0,0,0
contentrank,16,3336,0,1,0.0
contentrank,16,418,11,4943,0.002225369208982399
contentrank,16,596,0,0,0
contentrank,16,2522,0,0,0
contentrank,16,35774,154,35493,0.004338883723551123
contentrank,16,694,5,432,0.011574074074074073
contentrank,16,1677,81,10808,0.007494448556624723
contentrank,16,13554,0,0,0
contentrank,17,3336,0,9,0.0
contentrank,17,418,10,4138,0.002416626389560174
contentrank,17,596,0,0,0
contentrank,17,2522,0,0,0
contentrank,17,35774,615,36190,0.01699364465321912
contentrank,17,694,10,502,0.0199203187250996
contentrank,17,1677,25,9992,0.0025020016012810248
contentrank,17,13554,0,0,0
contentrank,18,3336,0,1,0.0
contentrank,18,418,9,3974,0.002264720684448918
contentrank,18,596,0,0,0
contentrank,18,2522,0,0,0
contentrank,18,35774,283,31926,0.008864248574829293
contentrank,18,694,3,448,0.006696428571428571
contentrank,18,1677,6,9257,0.0006481581505887436
contentrank,18,13554,0,0,0
contentrank,19,3336,0,0,0
contentrank,19,418,15,3555,0.004219409282700422
contentrank,19,596,0,0,0
contentrank,19,2522,0,0,0
contentrank,19,35774,384,34275,0.011203501094091904
contentrank,19,694,2,360,0.005555555555555556
contentrank,19,1677,64,11547,0.005542565168442019
contentrank,19,13554,0,0,0
contentrank,20,3336,0,0,0
contentrank,20,418,15,2394,0.006265664160401002
contentrank,20,596,0,0,0
contentrank,20,2522,0,0,0
contentrank,20,35774,590,42474,0.013890850873475538
contentrank,20,694,1,342,0.0029239766081871343
contentrank,20,1677,137,10312,0.013285492629945694
contentrank,20,13554,0,1,0.0
contentrank,21,3336,0,1,0.0
contentrank,21,418,9,3157,0.0028508077288565093
contentrank,21,596,0,0,0
contentrank,21,2522,0,0,0
contentrank,21,35774,3639,61244,0.05941806544314545
contentrank,21,694,2,394,0.005076142131979695
contentrank,21,1677,379,12813,0.029579333489424802
contentrank,21,13554,0,0,0
contentrank,22,3336,0,3,0.0
contentrank,22,418,11,4767,0.0023075309418921753
contentrank,22,596,0,0,0
contentrank,22,2522,0,0,0
contentrank,22,35774,1407,34282,0.04104194621083951
contentrank,22,694,0,376,0.0
contentrank,22,1677,207,12540,0.016507177033492824
contentrank,22,13554,0,0,0
contentrank,23,3336,0,4,0.0
contentrank,23,418,10,4100,0.0024390243902439024
contentrank,23,596,0,0,0
contentrank,23,2522,0,0,0
contentrank,23,35774,157,35156,0.00446580953464558
contentrank,23,694,2,398,0.005025125628140704
contentrank,23,1677,21,12868,0.0016319552377991918
contentrank,23,13554,0,0,0
contentrank,24,3336,0,3,0.0
contentrank,24,418,6,4301,0.0013950244129272262
contentrank,24,596,0,0,0
contentrank,24,2522,0,0,0
contentrank,24,35774,221,39344,0.005617120780805205
contentrank,24,694,3,471,0.006369426751592357
contentrank,24,1677,36,11633,0.003094644545688988
contentrank,24,13554,0,0,0
contentrank,25,3336,0,2,0.0
contentrank,25,418,5,4260,0.0011737089201877935
contentrank,25,596,0,0,0
contentrank,25,2522,0,0,0
contentrank,25,35774,231,31786,0.007267350405839049
contentrank,25,694,0,350,0.0
contentrank,25,1677,59,12318,0.004789738593927586
contentrank,25,13554,0,0,0
contentrank,26,3336,0,2,0.0
contentrank,26,418,4,5015,0.0007976071784646061
contentrank,26,596,0,0,0
contentrank,26,2522,0,0,0
contentrank,26,35774,247,42511,0.00581026087365623
contentrank,26,694,2,389,0.005141388174807198
contentrank,26,1677,27,14401,0.0018748698007082841
contentrank,26,13554,0,0,0
contentrank,27,3336,0,2,0.0
contentrank,27,418,12,3188,0.0037641154328732747
contentrank,27,596,0,0,0
contentrank,27,2522,0,0,0
contentrank,27,35774,237,38819,0.006105257734614493
contentrank,27,694,1,339,0.0029498525073746312
contentrank,27,1677,76,10128,0.007503949447077409
contentrank,27,13554,0,0,0
session_seqrank,1,3336,0,2,0.0
session_seqrank,1,418,2416,7251,0.33319542132119706
session_seqrank,1,596,0,0,0
session_seqrank,1,2522,0,0,0
session_seqrank,1,35774,12854,40333,0.31869684873428705
session_seqrank,1,694,39,460,0.08478260869565217
session_seqrank,1,1677,11455,22721,0.5041591479248273
session_seqrank,1,13554,0,0,0
session_seqrank,2,3336,0,1,0.0
session_seqrank,2,418,2898,7482,0.3873295910184443
session_seqrank,2,596,0,0,0
session_seqrank,2,2522,0,0,0
session_seqrank,2,35774,5090,34859,0.1460168105797642
session_seqrank,2,694,58,487,0.11909650924024641
session_seqrank,2,1677,9076,20320,0.4466535433070866
session_seqrank,2,13554,0,0,0
session_seqrank,3,3336,0,0,0
session_seqrank,3,418,2472,7565,0.32676801057501653
session_seqrank,3,596,0,0,0
session_seqrank,3,2522,0,0,0
session_seqrank,3,35774,4045,29332,0.1379039956361653
session_seqrank,3,694,32,426,0.07511737089201878
session_seqrank,3,1677,5414,15047,0.3598059413836645
session_seqrank,3,13554,0,0,0
session_seqrank,4,3336,0,1,0.0
session_seqrank,4,418,3997,9481,0.4215800021094821
session_seqrank,4,596,0,0,0
session_seqrank,4,2522,0,0,0
session_seqrank,4,35774,3475,34083,0.10195698735439955
session_seqrank,4,694,37,359,0.10306406685236769
session_seqrank,4,1677,5088,14356,0.3544162719420451
session_seqrank,4,13554,0,0,0
session_seqrank,5,3336,0,2,0.0
session_seqrank,5,418,4419,9836,0.44926799511996746
session_seqrank,5,596,0,0,0
session_seqrank,5,2522,0,0,0
session_seqrank,5,35774,3483,36706,0.09488911894513159
session_seqrank,5,694,60,354,0.1694915254237288
session_seqrank,5,1677,5784,13783,0.41964739171443083
session_seqrank,5,13554,0,0,0
session_seqrank,6,3336,0,0,0
session_seqrank,6,418,1908,4806,0.3970037453183521
session_seqrank,6,596,0,0,0
session_seqrank,6,2522,0,0,0
session_seqrank,6,35774,5051,42105,0.11996199976249852
session_seqrank,6,694,58,273,0.21245421245421245
session_seqrank,6,1677,6151,12276,0.5010589768654284
session_seqrank,6,13554,0,0,0
session_seqrank,7,3336,0,0,0
session_seqrank,7,418,3266,7131,0.45800028046557284
session_seqrank,7,596,0,0,0
session_seqrank,7,2522,0,0,0
session_seqrank,7,35774,3429,41333,0.08296034645440689
session_seqrank,7,694,66,308,0.21428571428571427
session_seqrank,7,1677,5011,13174,0.38037042659784426
session_seqrank,7,13554,0,0,0
session_seqrank,8,3336,0,0,0
session_seqrank,8,418,5956,12290,0.4846216436126932
session_seqrank,8,596,0,0,0
session_seqrank,8,2522,0,0,0
session_seqrank,8,35774,4581,40609,0.11280750572533182
session_seqrank,8,694,52,419,0.12410501193317422
session_seqrank,8,1677,4342,14454,0.3004012730040127
session_seqrank,8,13554,0,0,0
session_seqrank,9,3336,0,1,0.0
session_seqrank,9,418,5970,12355,0.4832051800890328
session_seqrank,9,596,0,0,0
session_seqrank,9,2522,0,0,0
session_seqrank,9,35774,6096,34996,0.17419133615270316
session_seqrank,9,694,41,457,0.08971553610503283
session_seqrank,9,1677,4204,13107,0.3207446402685588
session_seqrank,9,13554,0,0,0
session_seqrank,10,3336,0,0,0
session_seqrank,10,418,3780,7776,0.4861111111111111
session_seqrank,10,596,0,0,0
session_seqrank,10,2522,0,0,0
session_seqrank,10,35774,3941,34307,0.11487451540501939
session_seqrank,10,694,71,492,0.1443089430894309
session_seqrank,10,1677,5071,12859,0.3943541488451668
session_seqrank,10,13554,0,0,0
session_seqrank,11,3336,0,2,0.0
session_seqrank,11,418,2631,6704,0.3924522673031026
session_seqrank,11,596,0,0,0
session_seqrank,11,2522,0,0,0
session_seqrank,11,35774,16971,45987,0.3690390762606824
session_seqrank,11,694,98,560,0.175
session_seqrank,11,1677,3012,10791,0.27912149013066445
session_seqrank,11,13554,0,0,0
session_seqrank,12,3336,0,0,0
session_seqrank,12,418,2846,7395,0.38485463150777555
session_seqrank,12,596,0,0,0
session_seqrank,12,2522,0,0,0
session_seqrank,12,35774,8494,38643,0.21980695080609683
session_seqrank,12,694,142,560,0.25357142857142856
session_seqrank,12,1677,3032,9613,0.3154062207427442
session_seqrank,12,13554,0,0,0
session_seqrank,13,3336,0,0,0
session_seqrank,13,418,1657,4317,0.3838313643734075
session_seqrank,13,596,0,0,0
session_seqrank,13,2522,0,0,0
session_seqrank,13,35774,13650,46565,0.2931386234296145
session_seqrank,13,694,96,367,0.2615803814713896
session_seqrank,13,1677,2065,7570,0.2727873183619551
session_seqrank,13,13554,0,1,0.0
session_seqrank,14,3336,0,1,0.0
session_seqrank,14,418,1816,4430,0.40993227990970654
session_seqrank,14,596,0,0,0
session_seqrank,14,2522,0,0,0
session_seqrank,14,35774,6301,46849,0.13449593374458366
session_seqrank,14,694,56,428,0.1308411214953271
session_seqrank,14,1677,4698,11407,0.4118523713509249
session_seqrank,14,13554,0,0,0
session_seqrank,15,3336,0,1,0.0
session_seqrank,15,418,1747,5839,0.29919506764856996
session_seqrank,15,596,0,0,0
session_seqrank,15,2522,0,0,0
session_seqrank,15,35774,3753,31158,0.12045060658578856
