contentrank,0,418,0,0,0
contentrank,0,1677,0,4,0.0
contentrank,0,35774,0,11,0.0
contentrank,0,2522,0,0,0
contentrank,0,13554,0,0,0
contentrank,0,694,0,0,0
contentrank,0,3336,0,0,0
coocrank,0,418,0,0,0
coocrank,0,1677,0,4,0.0
coocrank,0,35774,0,11,0.0
coocrank,0,2522,0,0,0
coocrank,0,13554,0,0,0
coocrank,0,694,0,0,0
coocrank,0,3336,0,0,0
poprank,0,418,0,0,0
poprank,0,1677,1,4,0.25
poprank,0,35774,1,11,0.09090909090909091
poprank,0,2522,0,0,0
poprank,0,13554,0,0,0
poprank,0,694,0,0,0
poprank,0,3336,0,0,0
seqrank,0,418,0,0,0
seqrank,0,1677,0,4,0.0
seqrank,0,35774,1,11,0.09090909090909091
seqrank,0,2522,0,0,0
seqrank,0,13554,0,0,0
seqrank,0,694,0,0,0
seqrank,0,3336,0,0,0
